bug.id,revision.id.buggy,revision.id.fixed,revision.date.fixed,report.id,report.url
56,c8ee971720d62a4d4461e0f9aa736196dfeb5d5f,a62d38cd071e90b8daf726bda1b8a0ee7f3352bb,2012-04-13 11:13:51 +0000,NET-458,https://issues.apache.org/jira/browse/NET-458
57,9c88461ef8254cdb30f9aaedb312135900d0065a,6d3d503cc4a4dfe75717fb9eb0b9d2b84ecdd45b,2012-08-18 10:24:36 +0000,NET-466,https://issues.apache.org/jira/browse/NET-466
58,bb507f2b401f37122f4117c706b20c3bee81021d,8428e16383bb3b071bda3760351cbf0b456dad37,2012-05-26 11:56:22 +0000,NET-467,https://issues.apache.org/jira/browse/NET-467
59,8c404450fa97dc5432cec89d37f96cf1c2c2926f,6037f828b16141d886e636a782fe81fe69662606,2012-07-14 12:49:05 +0000,NET-473,https://issues.apache.org/jira/browse/NET-473
60,9cf95344c06ae96954cacee357694253d12559a7,f6b86b380606073a2847b8926d893be047903995,2017-02-09 15:53:39 +0000,NET-477,https://issues.apache.org/jira/browse/NET-477
61,1ff9c8b884b6805a5d08e470b9e7771f39d7449c,e75b2edd53d840e1163e9eb1715ef304596f69c6,2013-01-23 00:34:15 +0000,NET-480,https://issues.apache.org/jira/browse/NET-480
62,0fc436474cd29849bd610e7336773e08ba37c17b,4bb2f5f1a66f4fa8059941549cc6eea53a19286c,2012-10-06 15:24:53 +0000,NET-483,https://issues.apache.org/jira/browse/NET-483
63,c12bcf57ec3d70303aca8bb3251c2941b1232ebb,aec7c943a7f797fa0c28a525a98964593bec89ae,2013-01-09 13:04:24 +0000,NET-494,https://issues.apache.org/jira/browse/NET-494
64,fb09298233d0fd505e69516deb175563c922b0eb,3d5e169b975731cb028a7974d81e7be0f2f60282,2013-06-06 11:32:38 +0000,NET-501,https://issues.apache.org/jira/browse/NET-501
65,ceb54335d722859644f74774554a5a02f100aae3,9d090d40ef488c6c8e0784da877b93a05034e339,2013-12-06 15:35:13 +0000,NET-511,https://issues.apache.org/jira/browse/NET-511
66,efc34a93b510eb7d736d35523f0d2b9aa41a5469,5e305c6a2c7d0e3d2dfc9c07a702167f55944373,2013-07-31 00:42:18 +0000,NET-514,https://issues.apache.org/jira/browse/NET-514
67,75129393c169ef25314223d903426c8be0716a77,41dd3db34ae2c03f5b5148bcca84653055c0e3eb,2014-03-05 16:59:02 +0000,NET-516,https://issues.apache.org/jira/browse/NET-516
